name,price,link,stock_availability,rating
Done Rubbed Out (Reightman & Bailey #1),37.72,https://books.toscrape.com/done-rubbed-out-reightman-bailey-1_803/index.html,In stock,Five
Doing It Over (Most Likely To #1),35.61,https://books.toscrape.com/doing-it-over-most-likely-to-1_802/index.html,In stock,Three
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,https://books.toscrape.com/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,In stock,Three
Dark Notes,19.19,https://books.toscrape.com/dark-notes_800/index.html,In stock,Five
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,https://books.toscrape.com/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,In stock,Three
Close to You,49.46,https://books.toscrape.com/close-to-you_798/index.html,In stock,Four
Chasing Heaven: What Dying Taught Me About Living,37.80,https://books.toscrape.com/chasing-heaven-what-dying-taught-me-about-living_797/index.html,In stock,Two
Big Magic: Creative Living Beyond Fear,30.80,https://books.toscrape.com/big-magic-creative-living-beyond-fear_796/index.html,In stock,Three
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,https://books.toscrape.com/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,In stock,Two
Beauty Restored (Riley Family Legacy Novellas #3),11.11,https://books.toscrape.com/beauty-restored-riley-family-legacy-novellas-3_794/index.html,In stock,Two
Batman: The Long Halloween (Batman),36.50,https://books.toscrape.com/batman-the-long-halloween-batman_793/index.html,In stock,Two
Batman: The Dark Knight Returns (Batman),15.38,https://books.toscrape.com/batman-the-dark-knight-returns-batman_792/index.html,In stock,Five
Ayumi's Violin,15.48,https://books.toscrape.com/ayumis-violin_791/index.html,In stock,Two
Anonymous,46.82,https://books.toscrape.com/anonymous_790/index.html,In stock,Four
Amy Meets the Saints and Sages,18.46,https://books.toscrape.com/amy-meets-the-saints-and-sages_789/index.html,In stock,Three
Amid the Chaos,36.58,https://books.toscrape.com/amid-the-chaos_788/index.html,In stock,One
Amatus,50.54,https://books.toscrape.com/amatus_787/index.html,In stock,Five
Agnostic: A Spirited Manifesto,12.51,https://books.toscrape.com/agnostic-a-spirited-manifesto_786/index.html,In stock,Five
Zealot: The Life and Times of Jesus of Nazareth,24.70,https://books.toscrape.com/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,In stock,Three
You (You #1),43.61,https://books.toscrape.com/you-you-1_784/index.html,In stock,Five
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,https://books.toscrape.com/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,In stock,Four
Wild Swans,14.36,https://books.toscrape.com/wild-swans_782/index.html,In stock,Two
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,https://books.toscrape.com/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,In stock,Four
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.20,https://books.toscrape.com/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,In stock,Four
What's It Like in Space?: Stories from Astronauts Who've Been There,19.60,https://books.toscrape.com/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,In stock,Two
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.90,https://books.toscrape.com/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,In stock,One
Walt Disney's Alice in Wonderland,12.96,https://books.toscrape.com/walt-disneys-alice-in-wonderland_777/index.html,In stock,Five
V for Vendetta (V for Vendetta Complete),37.10,https://books.toscrape.com/v-for-vendetta-v-for-vendetta-complete_776/index.html,In stock,Four
Until Friday Night (The Field Party #1),46.31,https://books.toscrape.com/until-friday-night-the-field-party-1_775/index.html,In stock,Two
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,https://books.toscrape.com/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,In stock,Two
Twenty Yawns,22.08,https://books.toscrape.com/twenty-yawns_773/index.html,In stock,Two
Through the Woods,25.38,https://books.toscrape.com/through-the-woods_772/index.html,In stock,Two
This Is Where It Ends,27.12,https://books.toscrape.com/this-is-where-it-ends_771/index.html,In stock,Two
The Year of Magical Thinking,43.04,https://books.toscrape.com/the-year-of-magical-thinking_770/index.html,In stock,Two
The Wright Brothers,56.80,https://books.toscrape.com/the-wright-brothers_769/index.html,In stock,Four
The White Queen (The Cousins' War #1),25.91,https://books.toscrape.com/the-white-queen-the-cousins-war-1_768/index.html,In stock,Five
The Wedding Pact (The O'Malleys #2),32.61,https://books.toscrape.com/the-wedding-pact-the-omalleys-2_767/index.html,In stock,Three
The Time Keeper,27.88,https://books.toscrape.com/the-time-keeper_766/index.html,In stock,Five
The Testament of Mary,52.67,https://books.toscrape.com/the-testament-of-mary_765/index.html,In stock,Four
The Star-Touched Queen,46.02,https://books.toscrape.com/the-star-touched-queen_764/index.html,In stock,Five
The Songs of the Gods,44.48,https://books.toscrape.com/the-songs-of-the-gods_763/index.html,In stock,Five
The Song of Achilles,37.40,https://books.toscrape.com/the-song-of-achilles_762/index.html,In stock,Five
The Rosie Project (Don Tillman #1),54.04,https://books.toscrape.com/the-rosie-project-don-tillman-1_761/index.html,In stock,One
The Power of Habit: Why We Do What We Do in Life and Business,16.88,https://books.toscrape.com/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,In stock,Three
The Marriage of Opposites,28.08,https://books.toscrape.com/the-marriage-of-opposites_759/index.html,In stock,Four
The Lucifer Effect: Understanding How Good People Turn Evil,10.40,https://books.toscrape.com/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,In stock,One
The Long Haul (Diary of a Wimpy Kid #9),44.07,https://books.toscrape.com/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,In stock,One
The Loney,23.40,https://books.toscrape.com/the-loney_756/index.html,In stock,One
The Literature Book (Big Ideas Simply Explained),17.43,https://books.toscrape.com/the-literature-book-big-ideas-simply-explained_755/index.html,In stock,Three
The Last Mile (Amos Decker #2),54.21,https://books.toscrape.com/the-last-mile-amos-decker-2_754/index.html,In stock,Two
The Immortal Life of Henrietta Lacks,40.67,https://books.toscrape.com/the-immortal-life-of-henrietta-lacks_753/index.html,In stock,Two
The Hidden Oracle (The Trials of Apollo #1),52.26,https://books.toscrape.com/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,In stock,Two
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,https://books.toscrape.com/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,In stock,Three
The Guilty (Will Robie #4),13.82,https://books.toscrape.com/the-guilty-will-robie-4_750/index.html,In stock,Two
The First Hostage (J.B. Collins #2),25.85,https://books.toscrape.com/the-first-hostage-jb-collins-2_749/index.html,In stock,Three
The Dovekeepers,48.78,https://books.toscrape.com/the-dovekeepers_748/index.html,In stock,One
The Darkest Lie,35.35,https://books.toscrape.com/the-darkest-lie_747/index.html,In stock,Five
The Bane Chronicles (The Bane Chronicles #1-11),44.73,https://books.toscrape.com/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,In stock,Four
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,https://books.toscrape.com/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,In stock,One
The 14th Colony (Cotton Malone #11),39.24,https://books.toscrape.com/the-14th-colony-cotton-malone-11_744/index.html,In stock,One
That Darkness (Gardiner and Renner #1),13.92,https://books.toscrape.com/that-darkness-gardiner-and-renner-1_743/index.html,In stock,One
Tastes Like Fear (DI Marnie Rome #3),10.69,https://books.toscrape.com/tastes-like-fear-di-marnie-rome-3_742/index.html,In stock,One
Take Me with You,45.21,https://books.toscrape.com/take-me-with-you_741/index.html,In stock,Three
Swell: A Year of Waves,45.58,https://books.toscrape.com/swell-a-year-of-waves_740/index.html,In stock,One
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,https://books.toscrape.com/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,In stock,Five
Still Life with Bread Crumbs,26.41,https://books.toscrape.com/still-life-with-bread-crumbs_738/index.html,In stock,Three
Steve Jobs,39.50,https://books.toscrape.com/steve-jobs_737/index.html,In stock,Five
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,https://books.toscrape.com/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,In stock,Four
Someone Like You (The Harrisons #2),52.79,https://books.toscrape.com/someone-like-you-the-harrisons-2_735/index.html,In stock,Five
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,https://books.toscrape.com/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,In stock,Four
Shtum,55.84,https://books.toscrape.com/shtum_733/index.html,In stock,Four
See America: A Celebration of Our National Parks & Treasured Sites,48.87,https://books.toscrape.com/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,In stock,Three
salt.,46.78,https://books.toscrape.com/salt_731/index.html,In stock,Four
Robin War,47.82,https://books.toscrape.com/robin-war_730/index.html,In stock,Three
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,https://books.toscrape.com/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,In stock,Two
Rain Fish,23.57,https://books.toscrape.com/rain-fish_728/index.html,In stock,Three
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,https://books.toscrape.com/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,In stock,Five
Pet Sematary,10.56,https://books.toscrape.com/pet-sematary_726/index.html,In stock,Three
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,https://books.toscrape.com/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,In stock,Three
Once Was a Time,18.28,https://books.toscrape.com/once-was-a-time_724/index.html,In stock,Two
Old School (Diary of a Wimpy Kid #10),11.83,https://books.toscrape.com/old-school-diary-of-a-wimpy-kid-10_723/index.html,In stock,Five
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,https://books.toscrape.com/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,In stock,Two
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,https://books.toscrape.com/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,In stock,Two
My Name Is Lucy Barton,41.56,https://books.toscrape.com/my-name-is-lucy-barton_720/index.html,In stock,One
My Mrs. Brown,24.48,https://books.toscrape.com/my-mrs-brown_719/index.html,In stock,Three
My Kind of Crazy,40.36,https://books.toscrape.com/my-kind-of-crazy_718/index.html,In stock,One
Mr. Mercedes (Bill Hodges Trilogy #1),28.90,https://books.toscrape.com/mr-mercedes-bill-hodges-trilogy-1_717/index.html,In stock,One
More Than Music (Chasing the Dream #1),37.61,https://books.toscrape.com/more-than-music-chasing-the-dream-1_716/index.html,In stock,Two
Made to Stick: Why Some Ideas Survive and Others Die,38.85,https://books.toscrape.com/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,In stock,Five
Luis Paints the World,53.95,https://books.toscrape.com/luis-paints-the-world_714/index.html,In stock,Three
Luckiest Girl Alive,49.83,https://books.toscrape.com/luckiest-girl-alive_713/index.html,In stock,Three
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,https://books.toscrape.com/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,In stock,Two
Love Is a Mix Tape (Music #1),18.03,https://books.toscrape.com/love-is-a-mix-tape-music-1_711/index.html,In stock,One
Looking for Lovely: Collecting the Moments that Matter,29.14,https://books.toscrape.com/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,In stock,Five
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,https://books.toscrape.com/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,In stock,Four
Let It Out: A Journey Through Journaling,26.79,https://books.toscrape.com/let-it-out-a-journey-through-journaling_708/index.html,In stock,Five
Lady Midnight (The Dark Artifices #1),16.28,https://books.toscrape.com/lady-midnight-the-dark-artifices-1_707/index.html,In stock,Five
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,https://books.toscrape.com/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,In stock,One
Island of Dragons (Unwanteds #7),29.65,https://books.toscrape.com/island-of-dragons-unwanteds-7_705/index.html,In stock,One
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,https://books.toscrape.com/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,In stock,Four
I Am Pilgrim (Pilgrim #1),10.60,https://books.toscrape.com/i-am-pilgrim-pilgrim-1_703/index.html,In stock,Four
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,https://books.toscrape.com/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,In stock,Five
"Hush, Hush (Hush, Hush #1)",47.02,https://books.toscrape.com/hush-hush-hush-hush-1_701/index.html,In stock,Three
Hold Your Breath (Search and Rescue #1),28.82,https://books.toscrape.com/hold-your-breath-search-and-rescue-1_700/index.html,In stock,One
Hamilton: The Revolution,58.79,https://books.toscrape.com/hamilton-the-revolution_699/index.html,In stock,Three
Greek Mythic History,10.23,https://books.toscrape.com/greek-mythic-history_698/index.html,In stock,Five
God: The Most Unpleasant Character in All Fiction,30.03,https://books.toscrape.com/god-the-most-unpleasant-character-in-all-fiction_697/index.html,In stock,Five
Glory over Everything: Beyond The Kitchen House,45.84,https://books.toscrape.com/glory-over-everything-beyond-the-kitchen-house_696/index.html,In stock,Three
Feathers: Displays of Brilliant Plumage,49.05,https://books.toscrape.com/feathers-displays-of-brilliant-plumage_695/index.html,In stock,Three
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,https://books.toscrape.com/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,In stock,Four
Every Last Word,46.47,https://books.toscrape.com/every-last-word_693/index.html,In stock,Three
Eligible (The Austen Project #4),27.09,https://books.toscrape.com/eligible-the-austen-project-4_692/index.html,In stock,Three
El Deafo,57.62,https://books.toscrape.com/el-deafo_691/index.html,In stock,Five
Eight Hundred Grapes,14.39,https://books.toscrape.com/eight-hundred-grapes_690/index.html,In stock,Four
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,https://books.toscrape.com/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,In stock,Five
"Eat Fat, Get Thin",54.07,https://books.toscrape.com/eat-fat-get-thin_688/index.html,In stock,Two
Don't Get Caught,55.35,https://books.toscrape.com/dont-get-caught_687/index.html,In stock,One
Doctor Sleep (The Shining #2),40.12,https://books.toscrape.com/doctor-sleep-the-shining-2_686/index.html,In stock,Two
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,https://books.toscrape.com/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,In stock,Five
Dear Mr. Knightley,11.21,https://books.toscrape.com/dear-mr-knightley_684/index.html,In stock,Five
Daily Fantasy Sports,36.58,https://books.toscrape.com/daily-fantasy-sports_683/index.html,In stock,One
Crazy Love: Overwhelmed by a Relentless God,47.72,https://books.toscrape.com/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,In stock,Two
Cometh the Hour (The Clifton Chronicles #6),25.01,https://books.toscrape.com/cometh-the-hour-the-clifton-chronicles-6_681/index.html,In stock,Three
Code Name Verity (Code Name Verity #1),22.13,https://books.toscrape.com/code-name-verity-code-name-verity-1_680/index.html,In stock,Four
Clockwork Angel (The Infernal Devices #1),44.14,https://books.toscrape.com/clockwork-angel-the-infernal-devices-1_679/index.html,In stock,One
City of Glass (The Mortal Instruments #3),56.02,https://books.toscrape.com/city-of-glass-the-mortal-instruments-3_678/index.html,In stock,Four
City of Fallen Angels (The Mortal Instruments #4),11.23,https://books.toscrape.com/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,In stock,Four
City of Bones (The Mortal Instruments #1),43.28,https://books.toscrape.com/city-of-bones-the-mortal-instruments-1_676/index.html,In stock,One
City of Ashes (The Mortal Instruments #2),47.27,https://books.toscrape.com/city-of-ashes-the-mortal-instruments-2_675/index.html,In stock,One
Cell,20.29,https://books.toscrape.com/cell_674/index.html,In stock,Four
Catching Jordan (Hundred Oaks),50.83,https://books.toscrape.com/catching-jordan-hundred-oaks_673/index.html,In stock,Three
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,https://books.toscrape.com/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,In stock,Three
Carrie,46.23,https://books.toscrape.com/carrie_671/index.html,In stock,Two
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.80,https://books.toscrape.com/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,In stock,Four
Brain on Fire: My Month of Madness,49.32,https://books.toscrape.com/brain-on-fire-my-month-of-madness_669/index.html,In stock,Five
Batman: Europa,32.01,https://books.toscrape.com/batman-europa_668/index.html,In stock,Two
Barefoot Contessa Back to Basics,28.01,https://books.toscrape.com/barefoot-contessa-back-to-basics_667/index.html,In stock,One
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,https://books.toscrape.com/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,In stock,Five
Balloon Animals,17.03,https://books.toscrape.com/balloon-animals_665/index.html,In stock,Three
Art Ops Vol. 1,48.80,https://books.toscrape.com/art-ops-vol-1_664/index.html,In stock,Three
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,https://books.toscrape.com/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,In stock,Four
Angels Walking (Angels Walking #1),34.20,https://books.toscrape.com/angels-walking-angels-walking-1_662/index.html,In stock,Two
Angels & Demons (Robert Langdon #1),51.48,https://books.toscrape.com/angels-demons-robert-langdon-1_661/index.html,In stock,Three
All the Light We Cannot See,29.87,https://books.toscrape.com/all-the-light-we-cannot-see_660/index.html,In stock,Five
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.90,https://books.toscrape.com/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,In stock,Two
Abstract City,56.37,https://books.toscrape.com/abstract-city_658/index.html,In stock,Five
A Time of Torment (Charlie Parker #14),48.35,https://books.toscrape.com/a-time-of-torment-charlie-parker-14_657/index.html,In stock,Five
A Study in Scarlet (Sherlock Holmes #1),16.73,https://books.toscrape.com/a-study-in-scarlet-sherlock-holmes-1_656/index.html,In stock,Two
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,https://books.toscrape.com/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,In stock,Two
A People's History of the United States,40.79,https://books.toscrape.com/a-peoples-history-of-the-united-states_654/index.html,In stock,Two
A Man Called Ove,39.72,https://books.toscrape.com/a-man-called-ove_653/index.html,In stock,One
A Distant Mirror: The Calamitous 14th Century,14.58,https://books.toscrape.com/a-distant-mirror-the-calamitous-14th-century_652/index.html,In stock,Three
A Brush of Wings (Angels Walking #3),55.51,https://books.toscrape.com/a-brush-of-wings-angels-walking-3_651/index.html,In stock,One
1491: New Revelations of the Americas Before Columbus,21.80,https://books.toscrape.com/1491-new-revelations-of-the-americas-before-columbus_650/index.html,In stock,Three
"The Three Searches, Meaning, and the Story",13.33,https://books.toscrape.com/the-three-searches-meaning-and-the-story_649/index.html,In stock,Three
Searching for Meaning in Gailana,38.73,https://books.toscrape.com/searching-for-meaning-in-gailana_648/index.html,In stock,One
Rook,37.86,https://books.toscrape.com/rook_647/index.html,In stock,Four
My Kitchen Year: 136 Recipes That Saved My Life,11.53,https://books.toscrape.com/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,In stock,Two
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,https://books.toscrape.com/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,In stock,One
Will You Won't You Want Me?,13.86,https://books.toscrape.com/will-you-wont-you-want-me_644/index.html,In stock,Three
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,https://books.toscrape.com/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,In stock,One
The Star-Touched Queen,32.30,https://books.toscrape.com/the-star-touched-queen_642/index.html,In stock,Five
The Silent Sister (Riley MacPherson #1),46.29,https://books.toscrape.com/the-silent-sister-riley-macpherson-1_641/index.html,In stock,Five
The Midnight Watch: A Novel of the Titanic and the Californian,26.20,https://books.toscrape.com/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,In stock,One
The Lonely City: Adventures in the Art of Being Alone,33.26,https://books.toscrape.com/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,In stock,Two
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,https://books.toscrape.com/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,In stock,Four
The Golden Condom: And Other Essays on Love Lost and Found,39.43,https://books.toscrape.com/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,In stock,One
The Epidemic (The Program 0.6),14.44,https://books.toscrape.com/the-epidemic-the-program-06_636/index.html,In stock,Five
The Dinner Party,56.54,https://books.toscrape.com/the-dinner-party_635/index.html,In stock,Two
The Diary of a Young Girl,59.90,https://books.toscrape.com/the-diary-of-a-young-girl_634/index.html,In stock,Three
The Children,11.88,https://books.toscrape.com/the-children_633/index.html,In stock,Three
Stars Above (The Lunar Chronicles #4.5),48.05,https://books.toscrape.com/stars-above-the-lunar-chronicles-45_632/index.html,In stock,Two
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,https://books.toscrape.com/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,In stock,Three
Raspberry Pi Electronics Projects for the Evil Genius,49.67,https://books.toscrape.com/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,In stock,Four
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,https://books.toscrape.com/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,In stock,One
Psycho: Sanitarium (Psycho #1.5),36.97,https://books.toscrape.com/psycho-sanitarium-psycho-15_628/index.html,In stock,Five
Poisonous (Max Revere Novels #3),26.80,https://books.toscrape.com/poisonous-max-revere-novels-3_627/index.html,In stock,Three
One with You (Crossfire #5),15.71,https://books.toscrape.com/one-with-you-crossfire-5_626/index.html,In stock,Four
No Love Allowed (Dodge Cove #1),54.65,https://books.toscrape.com/no-love-allowed-dodge-cove-1_625/index.html,In stock,Four
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,https://books.toscrape.com/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,In stock,Four
Most Wanted,35.28,https://books.toscrape.com/most-wanted_623/index.html,In stock,Three
"Love, Lies and Spies",20.55,https://books.toscrape.com/love-lies-and-spies_622/index.html,In stock,Two
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,https://books.toscrape.com/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,In stock,Five
Hide Away (Eve Duncan #20),11.84,https://books.toscrape.com/hide-away-eve-duncan-20_620/index.html,In stock,One
Furiously Happy: A Funny Book About Horrible Things,41.46,https://books.toscrape.com/furiously-happy-a-funny-book-about-horrible-things_619/index.html,In stock,Four
Everyday Italian: 125 Simple and Delicious Recipes,20.10,https://books.toscrape.com/everyday-italian-125-simple-and-delicious-recipes_618/index.html,In stock,Five
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,https://books.toscrape.com/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,In stock,One
Eleanor & Park,56.51,https://books.toscrape.com/eleanor-park_616/index.html,In stock,Five
Dirty (Dive Bar #1),40.83,https://books.toscrape.com/dirty-dive-bar-1_615/index.html,In stock,Four
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,https://books.toscrape.com/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,In stock,One
Boar Island (Anna Pigeon #19),59.48,https://books.toscrape.com/boar-island-anna-pigeon-19_613/index.html,In stock,Three
A Paris Apartment,39.01,https://books.toscrape.com/a-paris-apartment_612/index.html,In stock,Four
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,https://books.toscrape.com/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,In stock,One
Troublemaker: Surviving Hollywood and Scientology,48.39,https://books.toscrape.com/troublemaker-surviving-hollywood-and-scientology_610/index.html,In stock,Two
The Widow,27.26,https://books.toscrape.com/the-widow_609/index.html,In stock,Two
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,https://books.toscrape.com/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,In stock,Four
The Improbability of Love,59.45,https://books.toscrape.com/the-improbability-of-love_607/index.html,In stock,One
The Art of Startup Fundraising,21.00,https://books.toscrape.com/the-art-of-startup-fundraising_606/index.html,In stock,Three
Take Me Home Tonight (Rock Star Romance #3),53.98,https://books.toscrape.com/take-me-home-tonight-rock-star-romance-3_605/index.html,In stock,Three
Sleeping Giants (Themis Files #1),48.74,https://books.toscrape.com/sleeping-giants-themis-files-1_604/index.html,In stock,One
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,https://books.toscrape.com/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,In stock,Two
Playing with Fire,13.71,https://books.toscrape.com/playing-with-fire_602/index.html,In stock,Three
Off the Hook (Fishing for Trouble #1),47.67,https://books.toscrape.com/off-the-hook-fishing-for-trouble-1_601/index.html,In stock,Three
Mothering Sunday,13.34,https://books.toscrape.com/mothering-sunday_600/index.html,In stock,Two
"Mother, Can You Not?",16.89,https://books.toscrape.com/mother-can-you-not_599/index.html,In stock,Five
M Train,27.18,https://books.toscrape.com/m-train_598/index.html,In stock,One
Lilac Girls,17.28,https://books.toscrape.com/lilac-girls_597/index.html,In stock,Two
Lies and Other Acts of Love,45.14,https://books.toscrape.com/lies-and-other-acts-of-love_596/index.html,In stock,One
Lab Girl,40.85,https://books.toscrape.com/lab-girl_595/index.html,In stock,One
Keep Me Posted,20.46,https://books.toscrape.com/keep-me-posted_594/index.html,In stock,Four
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,https://books.toscrape.com/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,In stock,Three
