unique_id,cateogry_name,brand,product_name,Country_of_production,regular_price,diet_tags,diet_attributes,pack_size,package_type,weight,ingredients,price_per_unit,images,nutrition,manufacturersAddress,Phone_no,address,email,variety,breadcrumbs,pdp_url,describition,Unit_of_Measure,competitor_name
00-444674,Gartengemüse,BILLA Bio,BILLA Bio Ingwer,"Peru, China",2.49,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",150g,Tasse,0.17,,16.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-444674-0432639359-3QwAoZJ-.jpg,,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/billa-bio-ingwer-00444674,"Ingwer oder was? Diese Bio-Knolle lässt die Herzen und Gaumen höher schlagen, wenn es um asiatische Küche geht. Und sonst auch. Gentechnikfrei, ohne Einsatz chemisch-synthetischer Pflanzenschutzmittel* *gemäß EU-Bio-Verorodnung",kg,Billa
00-321422,Gartengemüse,Ja! Natürlich,Ja! Natürlich Fenchel,Österreich,1.89,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",1stk,Stück,0.3,,1.89,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-321422-0173067225-bxfbbdPq.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-fenchel-00321422,"Der Ja! Natürlich Bio-Fenchel ist durch seinen anisähnlichen Geschmack unverkennbar. Er wird gemäß der biologischen Landwirtschaft und somit ohne Einsatz von chemisch-synthetischen Pflanzenschutzmitteln kultiviert. Zur Saison kommt er aus Österreich, außerhalb der Saison aus Italien.",Stk,Billa
00-89800,Gartengemüse,,Karfiol,"Spanien, Frankreich, Polen, Deutschland, Italien",2.66,"pp-veget,pp-vegan",,1stk,Stück,0.45,,2.66,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89800-0729485909--9M4y0QY.jpg,"Energie: 23.0 kcal, Energie: 95.0 kJ, Fett: 0.28 g, davon gesättigte Fettsäuren: 0.052 g, Kohlenhydrate: 2.34 g, davon Zucker: 0.187 g, Eiweiß: 2.46 g, Salz: 0.04 g",,,,,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/karfiol-0089800,Klasse I,Stk,Billa
00-89723,Gartengemüse,Da komm ich her!,Da komm ich her! Lauch,Österreich,1.42,"pp-veget,pp-vegan,homecountry",,1stk,Stück,0.25,,1.42,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89723-0429017070-wXighg7p.jpg,"Energie: 26.0 kcal, Energie: 107.0 kJ, Fett: 0.34 g, davon gesättigte Fettsäuren: 0.057 g, Kohlenhydrate: 3.21 g, davon Zucker: 0.53 g, Eiweiß: 2.24 g, Salz: 0.013 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-lauch-0089723,"Klasse I Aufgrund seines Vitamin-C-Gehalts ist Lauch ein beliebtes Gemüse. Ob in Salaten oder Suppen - Lauch von Da komm' ich her! ist ganzjährig erhältlich. reich an Mineralstoffen, hoher Gehalt an Vitamin C, K und Folsäure, regionale österreichische Qualität",Stk,Billa
00-403137,Gartengemüse,Da komm ich her!,Da komm ich her! Paprika Gelb,Österreich,1.61,"pp-veget,pp-vegan,homecountry",,1stk,Stück,0.166,,1.61,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-403137-0203014640-6LclAGJx.jpg,"Energie: 30.0 kcal, Energie: 126.0 kJ, Fett: 0.3 g, davon gesättigte Fettsäuren: 0.054 g, Kohlenhydrate: 5.3 g, davon Zucker: 0.212 g, Eiweiß: 1.2 g, Salz: 0.01 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-paprika-gelb-00403137,"Klasse I Der gelbe Paprika von Da komm' ich her! schmeckt gegrillt, gedünstet und roh im Salat. Ein Genuss sind gefüllte Paprika mit Reis und Faschiertem. aus Österreich, Vitamin-C-Lieferant, süßlich-mild im Geschmack",Stk,Billa
00-579257,Gartengemüse,Ja! Natürlich,Ja! Natürlich Mini-Gurken,Österreich,2.85,"pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",3stk,Tasse,0.416,,0.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-579257-0807516608-S09kGq3k.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-minigurken-00579257,Die Ja! Natürlich Mini-Gurken reifen im oberösterreichischen Geinberg heran. Durch die Wärme der vorhandenen Thermalquelle sind die knackigen Mini-Gurken aus Österreich schon ab März und bis in den späten Herbst in kontrolliert biologischer Qualtität verfügbar. Ungeschält und roh eignen sich die Bio-Mini-Gurken besonders zum Snacken oder für Salate.,Stk,Billa
00-443874,Gartengemüse,BILLA Bio,BILLA Bio Paprika,Spanien,2.66,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",2stk,Packung,0.33,,1.33,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-443874-1229727461-pGFydsg8.jpg,,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/billa-bio-paprika-00443874,Klasse II,Stk,Billa
00-89847,Gartengemüse,LGV,LGV Mini San Marzano Tomaten,Österreich,3.32,"pp-veget,pp-vegan,homecountry",,300g,Tasse,0.31,,11.07,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89847-0176520788-OThP-ac4.jpg,,,,,,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/lgv-mini-san-marzano-tomaten-0089847,Klasse I Klasse I,kg,Billa
00-89508,Gartengemüse,Da komm ich her!,Da komm ich her! Radieschen Bund,Österreich,1.32,"pp-veget,homecountry",,1,Bund,0.252,,1.32,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89508-1599298293-Vij7nEfa.jpg,"Energie: 15.0 kcal, Energie: 61.0 kJ, Fett: 0.14 g, davon gesättigte Fettsäuren: 0.037 g, Kohlenhydrate: 2.13 g, davon Zucker: 0.107 g, Eiweiß: 1.05 g, Salz: 0.043 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-radieschen-bund-0089508,"Klasse I Frisch, knackig und gesund: Radieschen von Da komm' ich her! sorgen für die nötige Würze im Salat und auf dem Brot und sind auch als Snack für zwischendurch unwiderstehlich. frische Qualität aus Österreich, mit viel Vitamin C",Bund,Billa
00-804464,Gartengemüse,Wunderlinge,Wunderlinge Karotten,Österreich,2.56,"pp-veget,homecountry",,2kg,Sack,2.01,,1.28,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-804464-0527047636-4p3O1eS-.jpg,,,,,,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/wunderlinge-karotten-00804464,"Klasse II Die erntefrischen Wunderlinge Karotten kommen in natürlich bunter Formenvielfalt. Diese knackigen Karotten haben einen kräftigen Geschmack. österreichische Herkunft, reich an Karotin, wenig Kalorien, Wunderlinge Produkt: abwechslungsreiches Aussehen und einwandfreie Qualität",kg,Billa
00-579303,Gartengemüse,Ja! Natürlich,Ja! Natürlich Bio-Premium Kirschtomaten,Österreich,3.32,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Tasse,0.21,,16.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-579303-0186815179-94ePKqaX.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-biopremium-kirschtomaten-00579303,"Die Ja! Natürlich Premium Bio-Kirschtomaten kommen vom oberösterreichischen Biohof Geinberg. Durch die Erdwärme in Geinberg haben die Bio-Kirschtomaten schon ab April Saison. Diese seltene Sorte schmeckt besonders aromatisch. Aufgrund der kurzen Transportwege kann das Fruchtgemüse lange an der Rispe heranwachsen, was der hervorragenden Qualität zugutekommt.",kg,Billa
00-89793,Gartengemüse,Da komm ich her!,Da komm ich her! Weißkraut,Österreich,1.42,"pp-veget,pp-vegan,homecountry",,1kg,Kilo,1.0,,1.42,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89793-0386990084-gQFOiOVs.jpg,"Energie: 20.0 kcal, Energie: 83.0 kJ, Fett: 0.187 g, davon gesättigte Fettsäuren: 0.037 g, Kohlenhydrate: 3.019 g, davon Zucker: 0.242 g, Eiweiß: 1.278 g, Salz: 0.023 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-weisskraut-0089793,"Das Da komm' ich her! Weißkraut schmeckt mild und weist eine leicht süßliche Geschmacksnote auf. Da komm' ich her! steht für Qualität und Frische von heimischen Bauern aus Österreichs Bundesländern. Steht Da komm' ich her! drauf können Sie darauf vertrauen, dass die Produkte direkt in den nächstgelegenen Regionen Österreichs wachsen und mit viel Liebe geerntet und sorgfältig verpackt werden.",kg,Billa
00-443876,Gartengemüse,BILLA Bio,BILLA Bio Mini Paprika,Spanien,2.37,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",150g,Packung,0.15,,15.8,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-443876-1201838211-5MRGc5lE.jpg,,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/billa-bio-mini-paprika-00443876,"Klasse II So klein und schon ein Bio-Paprika! Diese Aroma-Wunder packen jede Menge Geschmack auf wenig Raum. Gentechnikfrei, ohne Einsatz chemisch-synthetischer Pflanzenschutzmittel* *gemäß EU-Bio-Verorodnung Klasse II So klein und schon ein Bio-Paprika! Diese Aroma-Wunder packen jede Menge Geschmack auf wenig Raum. Gentechnikfrei, ohne Einsatz chemisch-synthetischer Pflanzenschutzmittel* *gemäß EU-Bio-Verorodnung",kg,Billa
00-407971,Gartengemüse,,Knollenknoblauch,Volksrepublik China,2.85,"pp-veget,pp-vegan",,250g,Korb,0.26,,11.4,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-407971-608616039-i87QWqtS.jpg,,"Herr Tesch Hermann, Herr Andreas Dorfinger, Laxenburgerstraße 365, Halle C12, 1230 Wien",,"Laxenburgerstraße 365, Halle C12, 1230 Wien",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/knollenknoblauch-00407971,"Klasse I Ein absoluter Klassiker der wurzigen Küche: Mit seinem intensiven Geschmack verfeinert der Knollenknoblauch verschiedenste Speisen. runde Knollen ohne einzelne Zehen, vielseitig verwendbar in Kuche und Haushalt",kg,Billa
00-89009,Gartengemüse,CLEVER,Clever Knoblauch,"Spanien, Ägypten, Italien, China",2.18,"pp-veget,pp-vegan",,400g,Netz,0.42,,5.45,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89009-1914314238-X9jly2Vq.jpg,,"BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/clever-knoblauch-0089009,Güteklasse: I,kg,Billa
00-865034,Gartengemüse,Ja! Natürlich,Ja! Natürlich Sellerie,Österreich,2.56,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",1kg,Kilo,1.0,,2.56,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-865034-111494294-5pbfqTOW.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-sellerie-00865034,"Unser Bio-Sellerie zeichnet sich durch große Knollen sowie einen herb-würzigen Geschmack aus. Oft wird er auch Zeller oder Suppenkraut genannt. Gemäß der biologischen Landwirtschaft wird er in Niederösterreich und dem Burgenland angebaut, wo er ohne den Einsatz von chemisch-synthetischen Pflanzenschutzmitteln* heranwächst. 100% Bio, aus Österreich, 100% Gentechnikfrei",kg,Billa
00-89104,Gartengemüse,Da komm ich her!,Da komm ich her! Paprika Grün,Österreich,1.42,"pp-veget,homecountry",,1stk,Stück,0.166,,1.42,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89104-536384472-ISfffQtu.jpg,"Energie: 30.0 kcal, Energie: 126.0 kJ, Fett: 0.3 g, davon gesättigte Fettsäuren: 0.054 g, Kohlenhydrate: 5.3 g, davon Zucker: 0.212 g, Eiweiß: 1.2 g, Salz: 0.01 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-paprika-gruen-0089104,"Klasse I Der grüne Paprika von Da komm ich her! garantiert knackige Frische aus der Region. Mit seinem verführerischen Geschmack bereichert er Salate und Gemüsepfannen. beste Qualität aus Österreich, besonders frisch, reich an Vitaminen und Nährstoffen",Stk,Billa
00-401263,Gartengemüse,Ja! Natürlich,Ja! Natürlich Lauch,Österreich,2.85,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",350g,Tasse,0.35,,8.14,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-401263-1204369366-SVIjNzrj.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-lauch-00401263,Ja! Naturlich Lauch wird in Österreich gezogen und stammt aus biologischer Landwirtschaft. Gegart eignet sich frischer Lauch fur Eintöpfe oder Erdäpfelgerichte. Bio-Qualität aus Österreich,kg,Billa
00-576940,Gartengemüse,Da komm ich her!,Da komm ich her! Stangensellerie,Österreich,2.37,"pp-veget,homecountry",,1stk,Stück,0.405,,2.37,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-576940-097007195-GGoFEZoL.jpg,"Energie: 17.0 kcal, Energie: 70.0 kJ, Fett: 0.2 g, davon gesättigte Fettsäuren: 0.035 g, Kohlenhydrate: 2.18 g, davon Zucker: 0.567 g, Eiweiß: 1.2 g, Salz: 0.33 g",,,,,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-stangensellerie-00576940,Klasse I,Stk,Billa
00-409484,Gartengemüse,Ja! Natürlich,Ja! Natürlich Karotten Mix,Österreich,1.89,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",500g,Tasse,0.51,,3.78,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-409484-780552042-mOtBR9wG.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-karotten-mix-00409484,Der bunte Ja! Natürlich Bio-Karotten Mix besticht mit österreichischer Bio-Qualität aus dem Marchfeld - das garantieren die langfristigen Partnerschaften von Ja! Natürlich mit seinen Bio-Bauern. Am Hof der Bio-Bauern wird vorwiegend mit Kompost aus eigener Herstellung gedüngt.,kg,Billa
00-410693,Gartengemüse,Da komm ich her!,Da komm ich her! Chicoree,Österreich,2.85,"pp-veget,pp-vegan,homecountry",,500g,Tasse,0.51,,5.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410693-0762441015-nIkzn0_C.jpg,"Energie: 17.0 kcal, Energie: 72.0 kJ, Fett: 0.18 g, davon gesättigte Fettsäuren: 0.037 g, Kohlenhydrate: 2.34 g, davon Zucker: 0.187 g, Eiweiß: 1.3 g, Salz: 0.01 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/da-komm-ich-her-chicoree-00410693,Klasse I,kg,Billa
00-410232,Gartengemüse,Da komm ich her!,Da komm ich her! Snack Radieschen,Österreich,1.7,"pp-veget,homecountry",,300g,Beutel,0.31,,5.67,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410232-0709413272-KstXsFDH.jpg,"Energie: 15.0 kcal, Energie: 61.0 kJ, Fett: 0.14 g, davon gesättigte Fettsäuren: 0.037 g, Kohlenhydrate: 2.13 g, davon Zucker: 0.107 g, Eiweiß: 1.05 g, Salz: 0.043 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-snack-radieschen-00410232,"Gesund naschen: Mit den Snack Radieschen von Da komm` ich her! verfeinern Sie Salate. Auch für die Frühstücksbox sind die scharfen Knollen ideal geeignet. hoher Anteil an Vitaminen und Senfölen, super Snackgröße, aus regionaler Herkunft Klasse I",kg,Billa
00-435519,Gartengemüse,Ja! Natürlich,Ja! Natürlich Rucola,,2.37,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",100g,Becher,0.116,,23.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-435519-204124455-Zlpj_a2E.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Salate > Salate,https://shop.billa.at/produkte/ja-natuerlich-rucola-00435519,"Der Ja! Natürlich Bio-Rucola hat einen würzig-intensiven Geschmack und wird gemäß der biologischen Landwirtschaft kultiviert. In den Sommermonaten kommt der Ja! Natürlich Bio-Rucola aus Österreich, in den Wintermonaten von einem langjährigen italienischen Partnerbetrieb.",kg,Billa
00-514852,Gartengemüse,Ja! Natürlich,Ja! Natürlich Snackkarotten,Österreich,1.42,"pp-veget,pp-vegan,gs-gentech,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Packung,0.21,,7.1,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-514852-741160454-0KXV7Ykk.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-snackkarotten-00514852,Klasse I,kg,Billa
00-410633,Gartengemüse,Da komm ich her!,Da komm ich her! Melanzani,Österreich,1.7,"pp-veget,gs-amaguete,pp-vegan,homecountry",,1stk,Stück,0.28,,1.7,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410633-0178663895-Pun5Bi9w.jpg,"Energie: 17.0 kcal, Energie: 72.0 kJ, Fett: 0.18 g, davon gesättigte Fettsäuren: 0.039 g, Kohlenhydrate: 2.49 g, davon Zucker: 0.125 g, Eiweiß: 1.24 g, Salz: 0.008 g","Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-melanzani-00410633,"Klasse I Die Melanzani aus Österreich von Da komm' ich her! liefert mit ihrer erntefrischen Qualität eine mediterrane Gemüsebeilage, die der ganzen Familie schmeckt. kalorienarm, lässt sich grillen, dünsten, braten und schmoren, regionaler Anbau Klasse I Die Melanzani aus Österreich von Da komm' ich her! liefert mit ihrer erntefrischen Qualität eine mediterrane Gemüsebeilage, die der ganzen Familie schmeckt. kalorienarm, lässt sich grillen, dünsten, braten und schmoren, regionaler Anbau",Stk,Billa
00-405669,Gartengemüse,Ja! Natürlich,Ja! Natürlich Pastinaken,Österreich,2.37,"pp-veget,pp-vegan,pp-bio,homecountry","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",300g,Tasse,0.325,,7.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-405669-0295431376-LAUBQ9RX.jpg,,"Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/ja-natuerlich-pastinaken-00405669,Die süß-nussigen Pastinaken von Ja! Natürlich überzeugen mit Bio-Qualitat. Das Gemuse schmeckt wunderbar aromatisch in Suppen und Auflaufen oder als Puree. Bio-Gemuse aus Osterreich,kg,Billa
00-400795,Gartengemüse,Da komm ich her!,Da komm ich her! Spitzpaprika,Österreich,3.32,"homecountry,gs-amaguete,pp-veget",,3stk,Packung,0.264,,1.11,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-400795-0928697115-SaiEIImR.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-400795-1515511952-8vIVPuzk.jpg",,,,,,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-spitzpaprika-00400795,Klasse I,Stk,Billa
00-409240,Gartengemüse,Da komm ich her!,Da komm ich her! Paprika orange,Österreich,1.61,"pp-veget,pp-vegan,homecountry",,1stk,Stück,0.166,,1.61,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-409240-1229465211-mLEFqgft.jpg,,"Billa AG, Postfach 2000, 2355 Wiener Neudorf",,"Postfach 2000, 2355 Wiener Neudorf",,,Obst & Gemüse > Gemüse > Gartengemüse,https://shop.billa.at/produkte/da-komm-ich-her-paprika-orange-00409240,Klasse I,Stk,Billa
